phone_num,client_id,contact,day_of_week,month,duration,contact_type
713-455-8044,2929,cellular,Sunday,April,156,cellular
812-699-5245,2930,cellular,Wednesday,August,104,cellular
386-235-8764,2931,telephone,Sunday,February,357,telephone
908-191-4512,2932,cellular,Wednesday,February,915,telephone
713-098-7799,2933,telephone,Monday,July,123,cellular
415-046-6872,2934,cellular,Saturday,April,558,telephone
253-512-7843,2935,telephone,Thursday,August,676,telephone
715-797-2704,2936,telephone,Tuesday,April,227,cellular
623-953-0836,2937,telephone,Saturday,July,977,cellular
617-003-0934,2938,telephone,Wednesday,February,890,cellular
520-377-9259,2939,telephone,Friday,July,909,cellular
620-109-4077,2940,cellular,Monday,December,303,cellular
704-166-4788,2941,cellular,Sunday,July,109,cellular
936-604-4932,2942,cellular,Thursday,August,525,telephone
734-259-7118,2943,telephone,Tuesday,February,455,cellular
475-452-4731,2944,cellular,Sunday,June,128,cellular
218-432-2318,2945,telephone,Monday,May,613,cellular
608-619-2217,2946,telephone,Sunday,July,289,telephone
210-302-6803,2947,telephone,Friday,July,983,cellular
570-518-0273,2948,cellular,Monday,October,719,telephone
502-478-5466,2949,telephone,Wednesday,June,588,cellular
906-241-6336,2950,cellular,Friday,September,399,cellular
715-866-6546,2951,cellular,Wednesday,December,571,cellular
434-520-1574,2952,telephone,Sunday,November,472,cellular
518-038-5980,2953,cellular,Friday,November,997,cellular
952-634-9548,2954,telephone,Friday,February,4999,cellular
253-224-0490,2955,cellular,Saturday,June,153,telephone
937-889-3431,2956,cellular,Friday,July,21,cellular
979-000-4739,2957,cellular,Wednesday,September,456,cellular
857-611-3127,2958,cellular,Friday,December,960,cellular
207-406-7820,2959,cellular,Tuesday,November,248,telephone
971-876-6171,2960,telephone,Tuesday,August,734,cellular
330-136-8188,2961,cellular,Thursday,March,9999,cellular
419-517-2670,2962,cellular,Wednesday,August,752,telephone
386-431-3540,2963,cellular,Sunday,January,9,telephone
779-120-1402,2964,cellular,Sunday,April,866,cellular
857-854-4316,2965,telephone,Tuesday,October,247,cellular
717-354-1794,2966,cellular,Sunday,February,857,telephone
917-041-4354,2967,telephone,Thursday,August,727,cellular
410-262-4930,2968,cellular,Tuesday,September,243,cellular
801-284-6013,2969,telephone,Monday,July,7999,telephone
984-109-0869,2970,cellular,Friday,May,527,telephone
339-121-4233,2971,telephone,Thursday,July,977,cellular
464-755-9524,2972,telephone,Wednesday,October,999,cellular
957-764-1612,2973,cellular,Sunday,July,634,cellular
203-581-0541,2974,cellular,Thursday,August,882,telephone
615-297-9349,2975,telephone,Wednesday,January,479,telephone
347-016-4252,2976,cellular,Tuesday,May,810,telephone
972-897-9220,2977,telephone,Monday,September,482,cellular
806-328-9297,2978,cellular,Thursday,June,9994,telephone
541-612-5642,2979,telephone,Friday,August,405,telephone
857-278-7844,2980,cellular,Monday,April,29,cellular
331-044-8125,2981,cellular,Monday,April,112,telephone
417-800-0090,2982,telephone,Sunday,March,808,telephone
754-463-1843,2983,cellular,Wednesday,November,207,cellular
276-626-9057,2984,cellular,Monday,December,740,cellular
408-410-7354,2985,cellular,Wednesday,August,956,cellular
478-354-9512,2986,telephone,Saturday,April,139,telephone
339-365-8369,2987,telephone,Thursday,July,665,cellular
747-491-3433,2988,telephone,Monday,December,474,telephone
620-715-6073,2989,telephone,Monday,January,745,cellular
612-072-4931,2990,telephone,Tuesday,October,842,telephone
781-827-4808,2991,cellular,Thursday,April,457,cellular
630-651-6924,2992,telephone,Wednesday,June,715,cellular
206-201-3676,2993,telephone,Wednesday,July,41,telephone
580-202-9588,2994,cellular,Tuesday,July,152,telephone
651-232-8654,2995,telephone,Wednesday,July,689,cellular
210-453-8747,2996,cellular,Sunday,August,435,telephone
442-266-5442,2997,telephone,Saturday,October,987,cellular
224-666-3715,2998,telephone,Friday,December,960,cellular
464-572-1425,2999,telephone,Friday,April,185,cellular
850-441-3033,3000,telephone,Wednesday,March,295,telephone
409-793-3871,3001,telephone,Thursday,January,445,telephone
629-016-1226,3002,cellular,Tuesday,January,298,cellular
857-448-4734,3003,telephone,Sunday,May,70,cellular
831-448-6899,3004,cellular,Sunday,February,456,cellular
906-573-9179,3005,telephone,Tuesday,October,294,telephone
479-646-2158,3006,cellular,Saturday,November,629,telephone
913-434-1322,3007,telephone,Tuesday,November,341,telephone
270-789-7504,3008,telephone,Friday,November,184,telephone
539-542-1523,3009,cellular,Wednesday,November,888,telephone
424-126-2731,3010,cellular,Thursday,October,722,cellular
561-836-1603,3011,cellular,Sunday,October,999,cellular
912-181-1258,3012,telephone,Saturday,September,124,cellular
272-550-1723,3013,cellular,Tuesday,February,501,cellular
951-722-5359,3014,telephone,Saturday,September,777,telephone
718-002-5699,3015,telephone,Tuesday,June,683,telephone
339-366-1547,3016,cellular,Friday,March,579,telephone
816-500-3681,3017,cellular,Wednesday,April,465,telephone
318-027-2213,3018,telephone,Tuesday,September,704,cellular
505-987-7517,3019,cellular,Saturday,October,96,cellular
234-077-5050,3020,cellular,Thursday,December,53,cellular
417-757-2867,3021,cellular,Friday,March,356,cellular
681-421-3805,3022,cellular,Friday,February,389,telephone
557-694-3769,3023,telephone,Wednesday,February,145,telephone
469-580-5832,3024,cellular,Monday,March,618,telephone
914-642-9994,3025,telephone,Friday,December,560,telephone
847-688-8897,3026,telephone,Friday,September,89,telephone
804-626-5923,3027,telephone,Tuesday,August,395,cellular
276-439-1517,3028,cellular,Friday,February,645,telephone
847-064-4231,3029,telephone,Sunday,July,33,telephone
770-008-7425,3030,telephone,Monday,August,28,telephone
513-205-4354,3031,cellular,Tuesday,August,79,cellular
240-679-5819,3032,cellular,Friday,May,944,telephone
484-302-4515,3033,telephone,Wednesday,December,819,cellular
203-372-5401,3034,cellular,Sunday,July,368,telephone
214-171-2979,3035,cellular,Monday,July,816,telephone
772-311-2710,3036,cellular,Saturday,January,476,telephone
740-073-8293,3037,telephone,Thursday,November,990,telephone
909-250-8135,3038,cellular,Sunday,October,93,cellular
713-867-0692,3039,telephone,Friday,January,108,cellular
479-436-6205,3040,telephone,Monday,July,149,telephone
657-397-1097,3041,telephone,Saturday,March,556,telephone
412-528-6788,3042,cellular,Tuesday,October,313,telephone
413-048-1007,3043,telephone,Sunday,February,42,telephone
240-614-1136,3044,telephone,Wednesday,July,550,cellular
903-444-6641,3045,cellular,Sunday,January,897,telephone
413-202-8746,3046,cellular,Friday,July,721,cellular
772-390-9257,3047,cellular,Saturday,March,431,cellular
413-116-0653,3048,telephone,Friday,August,797,cellular
678-147-1582,3049,telephone,Thursday,April,894,telephone
212-142-9242,3050,telephone,Tuesday,April,371,cellular
860-049-7459,3051,telephone,Saturday,March,117,cellular
254-094-4584,3052,telephone,Friday,May,416,cellular
229-721-7909,3053,cellular,Monday,January,779,telephone
202-224-4358,3054,cellular,Saturday,February,856,cellular
214-907-0379,3055,cellular,Monday,May,932,cellular
231-028-5837,3056,cellular,Friday,May,705,telephone
509-494-2678,3057,telephone,Wednesday,March,921,cellular
812-491-8201,3058,telephone,Wednesday,March,221,telephone
608-077-1951,3059,cellular,Monday,February,636,telephone
772-045-2607,3060,cellular,Monday,March,995,telephone
912-150-2630,3061,cellular,Monday,December,125,telephone
256-502-6795,3062,cellular,Friday,August,137,telephone
248-653-7864,3063,cellular,Wednesday,April,51,cellular
970-876-6252,3064,cellular,Thursday,October,253,telephone
267-876-8313,3065,cellular,Wednesday,February,47,telephone
629-995-0905,3066,cellular,Saturday,August,975,telephone
239-880-4650,3067,telephone,Saturday,June,693,telephone
847-176-3172,3068,cellular,Monday,April,9993,cellular
863-736-8292,3069,telephone,Saturday,August,607,cellular
304-735-3289,3070,telephone,Sunday,June,465,cellular
410-847-1429,3071,cellular,Monday,November,923,cellular
904-576-1072,3072,cellular,Thursday,January,444,telephone
281-338-4695,3073,telephone,Friday,October,930,cellular
703-051-3448,3074,telephone,Thursday,March,533,cellular
679-721-2282,3075,telephone,Friday,February,902,telephone
262-056-3330,3076,cellular,Wednesday,November,269,cellular
320-808-3428,3077,cellular,Tuesday,May,642,cellular
636-350-9005,3078,telephone,Thursday,June,769,cellular
980-038-1265,3079,telephone,Tuesday,April,326,telephone
936-512-2256,3080,telephone,Saturday,February,86,cellular
408-974-5857,3081,cellular,Sunday,July,2999,telephone
228-143-0316,3082,telephone,Friday,May,997,cellular
478-694-0805,3083,cellular,Monday,August,6,cellular
320-836-0125,3084,telephone,Friday,November,749,cellular
714-688-1068,3085,cellular,Friday,January,875,telephone
843-327-6372,3086,telephone,Sunday,August,127,telephone
351-847-2344,3087,telephone,Tuesday,January,205,cellular
786-383-3947,3088,telephone,Monday,October,628,telephone
830-920-2298,3089,cellular,Wednesday,July,862,telephone
774-682-6804,3090,telephone,Wednesday,May,527,cellular
623-997-4203,3091,cellular,Friday,January,869,telephone
617-217-4840,3092,cellular,Friday,March,728,telephone
765-648-1073,3093,telephone,Saturday,October,445,cellular
256-294-4034,3094,telephone,Saturday,June,368,cellular
802-512-9746,3095,cellular,Sunday,June,723,cellular
260-521-3025,3096,cellular,Tuesday,January,303,cellular
563-764-5347,3097,telephone,Sunday,April,201,cellular
278-075-7870,3098,telephone,Tuesday,April,24,telephone
574-011-8933,3099,cellular,Monday,October,248,cellular
564-988-0395,3100,cellular,Thursday,August,408,cellular
386-534-9232,3101,cellular,Wednesday,January,868,telephone
669-960-5410,3102,cellular,Friday,August,723,cellular
302-420-7223,3103,cellular,Saturday,March,168,cellular
781-901-4113,3104,telephone,Sunday,June,832,telephone
517-213-6364,3105,telephone,Tuesday,September,999,cellular
703-009-7304,3106,telephone,Sunday,January,716,cellular
754-809-1298,3107,cellular,Friday,May,676,telephone
208-734-4489,3108,telephone,Thursday,July,64,cellular
779-601-9067,3109,cellular,Friday,October,356,telephone
870-578-7164,3110,telephone,Wednesday,November,602,telephone
530-043-2662,3111,telephone,Thursday,July,467,cellular
414-612-8725,3112,telephone,Wednesday,September,51,cellular
562-062-9864,3113,cellular,Thursday,August,770,telephone
501-395-7680,3114,cellular,Wednesday,April,803,cellular
513-660-2235,3115,cellular,Thursday,December,769,telephone
434-851-7508,3116,telephone,Sunday,January,589,cellular
727-644-5889,3117,telephone,Tuesday,May,137,cellular
743-916-6181,3118,telephone,Sunday,April,915,telephone
402-270-5332,3119,cellular,Tuesday,October,191,cellular
334-750-6790,3120,cellular,Sunday,October,26,cellular
307-948-9854,3121,cellular,Thursday,August,639,telephone
660-751-6626,3122,telephone,Friday,July,351,telephone
706-378-2352,3123,cellular,Saturday,June,984,telephone
872-250-2821,3124,cellular,Wednesday,September,682,telephone
980-495-0831,3125,telephone,Tuesday,November,956,telephone
763-570-5182,3126,telephone,Wednesday,November,529,telephone
914-577-8927,3127,cellular,Saturday,June,863,cellular
301-564-3565,3128,cellular,Monday,January,38,telephone
910-021-5951,3129,cellular,Wednesday,January,437,telephone
301-776-6259,3130,cellular,Tuesday,August,223,cellular
580-754-2024,3131,telephone,Saturday,June,58,telephone
925-852-5387,3132,telephone,Friday,June,631,cellular
970-905-0615,3133,telephone,Thursday,December,901,cellular
850-208-8889,3134,cellular,Tuesday,August,467,cellular
979-522-0432,3135,telephone,Sunday,August,115,cellular
737-003-6786,3136,cellular,Wednesday,February,115,telephone
980-467-1933,3137,telephone,Wednesday,March,497,telephone
434-504-4585,3138,cellular,Thursday,June,282,cellular
314-901-4538,3139,telephone,Wednesday,February,397,telephone
629-638-6550,3140,cellular,Friday,November,722,cellular
775-425-9579,3141,cellular,Friday,July,617,telephone
818-890-8852,3142,telephone,Wednesday,December,84,cellular
305-821-5875,3143,telephone,Wednesday,July,8,cellular
337-271-2828,3144,cellular,Saturday,February,931,telephone
530-684-6828,3145,telephone,Thursday,August,878,cellular
574-041-6726,3146,telephone,Friday,October,360,telephone
636-813-1847,3147,telephone,Tuesday,April,405,telephone
935-279-1117,3148,telephone,Monday,April,518,telephone
947-403-5144,3149,cellular,Tuesday,April,893,telephone
713-411-8702,3150,telephone,Tuesday,May,483,cellular
713-879-7626,3151,cellular,Tuesday,June,715,telephone
272-112-3327,3152,cellular,Monday,February,535,telephone
508-746-6405,3153,telephone,Friday,February,76,cellular
980-863-0234,3154,cellular,Sunday,April,768,telephone
430-757-5745,3155,telephone,Friday,December,600,cellular
862-525-1085,3156,cellular,Tuesday,October,503,telephone
914-643-4156,3157,cellular,Saturday,August,4999,telephone
845-882-0096,3158,cellular,Wednesday,January,72,cellular
865-029-0020,3159,cellular,Saturday,December,726,telephone
430-391-8028,3160,cellular,Thursday,April,963,cellular
270-817-6623,3161,telephone,Tuesday,January,390,telephone
616-513-0776,3162,telephone,Tuesday,May,33,telephone
512-071-1180,3163,telephone,Monday,September,828,cellular
517-173-5288,3164,cellular,Wednesday,May,629,cellular
650-913-2199,3165,telephone,Thursday,January,657,cellular
509-908-3066,3166,telephone,Monday,January,853,telephone
380-924-0141,3167,cellular,Friday,January,514,cellular
912-121-0818,3168,telephone,Thursday,October,498,telephone
470-341-0989,3169,telephone,Monday,July,340,cellular
435-020-8059,3170,cellular,Tuesday,May,999,telephone
320-926-6406,3171,cellular,Saturday,July,72,telephone
567-818-9796,3172,telephone,Wednesday,April,128,telephone
847-913-6393,3173,telephone,Saturday,October,825,cellular
802-885-5003,3174,cellular,Sunday,June,658,cellular
206-195-0660,3175,cellular,Tuesday,September,695,telephone
927-941-6357,3176,cellular,Tuesday,March,785,cellular
361-656-1291,3177,cellular,Monday,May,933,cellular
925-807-7022,3178,cellular,Thursday,September,913,telephone
952-399-3915,3179,telephone,Monday,May,30,telephone
847-591-9214,3180,telephone,Sunday,April,601,cellular
512-947-0536,3181,telephone,Thursday,February,715,telephone
828-705-2979,3182,telephone,Friday,May,462,cellular
667-828-7861,3183,telephone,Sunday,April,934,cellular
806-549-7504,3184,cellular,Tuesday,February,190,cellular
502-396-8369,3185,cellular,Monday,October,425,telephone
231-892-6181,3186,telephone,Wednesday,October,657,cellular
714-039-5916,3187,cellular,Thursday,March,204,telephone
848-169-7704,3188,cellular,Thursday,August,153,telephone
210-465-5545,3189,telephone,Friday,March,335,cellular
972-666-3522,3190,telephone,Saturday,October,563,cellular
210-928-9991,3191,telephone,Saturday,April,650,cellular
217-001-3869,3192,telephone,Sunday,May,198,telephone
914-461-6600,3193,telephone,Friday,January,369,cellular
732-230-1732,3194,cellular,Wednesday,September,764,telephone
857-258-9989,3195,cellular,Thursday,April,85,telephone
219-946-5460,3196,cellular,Saturday,February,396,cellular
424-281-5158,3197,cellular,Sunday,November,350,cellular
332-908-2277,3198,cellular,Sunday,January,24,cellular
724-365-2364,3199,cellular,Sunday,December,53,telephone
434-303-6218,3200,cellular,Tuesday,January,726,cellular
404-738-1389,3201,telephone,Sunday,May,164,telephone
765-476-4428,3202,cellular,Sunday,October,68,cellular
408-778-0836,3203,cellular,Monday,August,475,telephone
779-838-1673,3204,telephone,Friday,December,133,telephone
310-998-5295,3205,cellular,Friday,May,204,cellular
716-906-6326,3206,cellular,Sunday,December,863,telephone
469-414-6215,3207,cellular,Tuesday,March,485,cellular
478-670-9910,3208,cellular,Wednesday,August,772,cellular
769-020-6077,3209,cellular,Tuesday,April,749,cellular
540-680-8781,3210,cellular,Wednesday,April,694,telephone
916-595-9542,3211,cellular,Thursday,November,313,cellular
620-334-2434,3212,cellular,Friday,April,648,cellular
423-028-4546,3213,cellular,Thursday,December,885,telephone
864-401-0147,3214,cellular,Saturday,July,421,cellular
251-920-4281,3215,telephone,Saturday,December,36,cellular
417-890-7937,3216,cellular,Friday,September,39,telephone
973-769-6906,3217,telephone,Monday,December,324,telephone
935-197-7880,3218,telephone,Monday,June,489,cellular
813-574-1446,3219,cellular,Saturday,May,656,telephone
563-033-0430,3220,cellular,Tuesday,October,693,telephone
602-873-2096,3221,telephone,Thursday,January,107,cellular
419-716-5675,3222,cellular,Tuesday,August,136,cellular
815-883-4257,3223,telephone,Thursday,January,691,cellular
651-769-2748,3224,cellular,Thursday,April,383,telephone
662-645-8409,3225,cellular,Saturday,August,110,cellular
205-105-4837,3226,cellular,Sunday,January,216,cellular
714-310-1841,3227,telephone,Tuesday,January,930,telephone
810-243-0380,3228,cellular,Friday,November,684,cellular
864-638-3366,3229,cellular,Monday,January,620,cellular
509-145-0877,3230,telephone,Wednesday,April,277,telephone
458-191-2232,3231,telephone,Saturday,November,888,cellular
484-210-4166,3232,telephone,Wednesday,April,217,telephone
404-140-8066,3233,telephone,Saturday,September,148,telephone
716-112-8426,3234,cellular,Friday,September,111,telephone
332-924-7411,3235,telephone,Sunday,May,978,cellular
507-861-4204,3236,telephone,Thursday,June,207,telephone
678-818-9348,3237,cellular,Thursday,March,921,telephone
731-176-8671,3238,telephone,Tuesday,July,167,telephone
815-851-4820,3239,telephone,Saturday,January,745,telephone
208-728-5460,3240,cellular,Saturday,November,236,telephone
701-767-3334,3241,cellular,Sunday,January,882,cellular
505-759-6989,3242,cellular,Saturday,June,313,cellular
405-856-6270,3243,telephone,Wednesday,September,301,telephone
830-412-8381,3244,telephone,Thursday,July,255,telephone
231-508-5084,3245,telephone,Tuesday,April,509,cellular
805-300-6264,3246,cellular,Thursday,October,248,telephone
860-392-6638,3247,cellular,Thursday,February,175,telephone
516-832-3144,3248,telephone,Wednesday,January,984,telephone
718-398-6231,3249,cellular,Friday,March,9994,telephone
571-376-5582,3250,telephone,Friday,November,687,telephone
626-878-2520,3251,cellular,Thursday,August,646,cellular
580-533-9490,3252,telephone,Tuesday,June,935,cellular
916-491-3857,3253,telephone,Saturday,April,706,telephone
262-040-1436,3254,telephone,Saturday,February,18,cellular
309-081-3833,3255,telephone,Wednesday,February,42,telephone
707-774-9572,3256,telephone,Thursday,September,312,telephone
603-657-5115,3257,cellular,Monday,July,708,cellular
567-402-7317,3258,telephone,Saturday,December,999,telephone
415-097-7946,3259,cellular,Monday,July,774,cellular
210-643-8393,3260,cellular,Monday,November,864,cellular
225-458-6577,3261,cellular,Monday,February,324,cellular
252-371-1845,3262,cellular,Thursday,August,497,telephone
251-341-0594,3263,cellular,Wednesday,May,929,cellular
334-683-8929,3264,cellular,Saturday,July,971,cellular
610-937-0392,3265,cellular,Thursday,April,112,telephone
512-474-4636,3266,cellular,Monday,February,805,cellular
203-291-3543,3267,cellular,Monday,March,708,cellular
502-366-0033,3268,cellular,Sunday,October,115,telephone
909-286-3904,3269,telephone,Thursday,July,458,telephone
402-808-8758,3270,telephone,Sunday,January,406,cellular
585-006-4936,3271,telephone,Monday,November,786,telephone
718-078-2384,3272,cellular,Monday,April,152,cellular
360-073-1814,3273,cellular,Saturday,March,492,cellular
631-862-8292,3274,telephone,Saturday,August,939,telephone
505-418-2125,3275,cellular,Monday,August,915,telephone
262-549-5607,3276,cellular,Tuesday,November,816,cellular
701-435-0337,3277,cellular,Wednesday,July,11,telephone
518-348-5098,3278,telephone,Thursday,December,641,telephone
970-334-1622,3279,telephone,Thursday,September,110,cellular
321-905-9361,3280,telephone,Sunday,November,378,cellular
321-986-5465,3281,telephone,Friday,December,564,telephone
607-757-9234,3282,telephone,Saturday,February,750,cellular
574-949-3637,3283,telephone,Thursday,April,494,telephone
409-134-0508,3284,telephone,Thursday,December,61,cellular
360-121-5656,3285,telephone,Saturday,May,994,cellular
727-242-7956,3286,telephone,Saturday,December,346,telephone
202-711-9220,3287,telephone,Monday,February,656,telephone
201-263-9569,3288,telephone,Friday,October,413,telephone
817-264-6806,3289,telephone,Tuesday,September,218,telephone
857-984-9278,3290,telephone,Sunday,May,280,telephone
984-729-5533,3291,cellular,Tuesday,October,214,cellular
248-838-1580,3292,cellular,Sunday,November,696,telephone
615-699-5425,3293,telephone,Friday,April,538,telephone
603-427-9984,3294,telephone,Monday,October,361,cellular
904-917-2256,3295,telephone,Sunday,May,661,telephone
626-751-4953,3296,cellular,Monday,February,920,cellular
603-529-5763,3297,telephone,Thursday,December,32,cellular
318-751-8763,3298,telephone,Monday,May,506,cellular
212-177-1289,3299,cellular,Wednesday,February,336,telephone
850-068-1817,3300,cellular,Sunday,March,239,cellular
220-156-8492,3301,telephone,Thursday,March,12,cellular
725-946-2059,3302,cellular,Tuesday,March,629,telephone
732-662-0974,3303,cellular,Tuesday,November,987,telephone
731-513-6374,3304,cellular,Thursday,March,475,cellular
662-849-5654,3305,telephone,Saturday,February,471,cellular
775-947-3135,3306,telephone,Tuesday,August,395,telephone
765-511-2724,3307,telephone,Saturday,March,149,cellular
646-625-0162,3308,telephone,Thursday,August,372,cellular
254-863-4615,3309,telephone,Monday,October,836,cellular
971-649-0502,3310,cellular,Saturday,December,398,telephone
309-138-6109,3311,telephone,Wednesday,January,645,cellular
321-030-9954,3312,telephone,Friday,February,903,telephone
260-494-5433,3313,cellular,Tuesday,April,868,telephone
765-909-3695,3314,telephone,Monday,October,279,telephone
562-705-5873,3315,cellular,Tuesday,November,531,telephone
414-405-0683,3316,cellular,Wednesday,May,827,cellular
509-399-2649,3317,telephone,Sunday,April,275,telephone
801-810-3174,3318,cellular,Monday,March,176,telephone
660-070-5980,3319,cellular,Thursday,February,1999,telephone
520-500-6067,3320,cellular,Sunday,July,313,cellular
908-873-0520,3321,cellular,Sunday,May,113,cellular
262-497-0737,3322,telephone,Tuesday,September,24,cellular
240-567-1816,3323,cellular,Saturday,March,287,cellular
801-362-3868,3324,cellular,Thursday,September,411,telephone
657-402-9826,3325,cellular,Thursday,March,53,cellular
239-953-9618,3326,cellular,Thursday,May,625,cellular
774-693-0394,3327,telephone,Tuesday,February,480,telephone
843-279-6394,3328,telephone,Friday,November,9995,cellular
248-514-9932,3329,cellular,Monday,June,813,cellular
240-155-1087,3330,cellular,Wednesday,December,769,cellular
941-912-1547,3331,telephone,Thursday,June,491,telephone
925-662-4640,3332,telephone,Thursday,July,3999,telephone
928-824-5417,3333,telephone,Friday,January,9997,telephone
714-300-5807,3334,cellular,Sunday,September,580,telephone
267-024-5744,3335,telephone,Thursday,March,624,cellular
703-741-2711,3336,cellular,Friday,May,411,telephone
970-598-9153,3337,telephone,Friday,February,386,telephone
712-713-9411,3338,telephone,Wednesday,July,351,cellular
336-163-5425,3339,cellular,Thursday,June,9998,cellular
802-067-9694,3340,cellular,Saturday,March,977,telephone
725-146-3722,3341,telephone,Thursday,June,775,telephone
484-882-2347,3342,cellular,Friday,September,6999,telephone
660-743-1492,3343,cellular,Tuesday,May,117,cellular
301-891-4496,3344,telephone,Sunday,September,307,cellular
813-749-7693,3345,telephone,Friday,November,666,cellular
774-800-9579,3346,cellular,Sunday,January,878,cellular
618-549-9532,3347,cellular,Monday,March,999,telephone
702-863-6979,3348,cellular,Wednesday,July,173,cellular
415-328-4271,3349,telephone,Wednesday,March,749,telephone
949-577-7316,3350,telephone,Sunday,November,657,cellular
949-540-4748,3351,cellular,Sunday,August,526,cellular
301-539-0931,3352,cellular,Sunday,June,619,cellular
949-048-3313,3353,cellular,Friday,September,661,cellular
215-670-1611,3354,cellular,Wednesday,June,258,cellular
804-356-1672,3355,telephone,Sunday,June,461,telephone
828-872-4941,3356,telephone,Tuesday,November,973,cellular
424-490-7024,3357,cellular,Wednesday,July,972,cellular
414-924-9256,3358,cellular,Monday,December,552,cellular
972-708-4655,3359,cellular,Wednesday,September,802,telephone
845-889-4431,3360,telephone,Thursday,December,507,telephone
412-493-7458,3361,telephone,Wednesday,November,469,cellular
912-796-7595,3362,telephone,Monday,July,580,telephone
567-173-4558,3363,cellular,Tuesday,October,2999,cellular
281-892-5570,3364,telephone,Tuesday,September,986,telephone
984-630-3855,3365,cellular,Wednesday,August,510,telephone
843-853-3421,3366,telephone,Saturday,August,121,cellular
318-234-3631,3367,telephone,Sunday,May,534,cellular
323-692-6111,3368,cellular,Wednesday,July,345,cellular
803-709-3882,3369,cellular,Thursday,January,165,telephone
240-855-5262,3370,telephone,Thursday,July,951,cellular
858-641-5447,3371,telephone,Thursday,June,849,telephone
914-993-7276,3372,telephone,Thursday,August,970,telephone
351-383-8973,3373,telephone,Thursday,August,413,cellular
308-299-3645,3374,cellular,Monday,July,144,telephone
603-753-2596,3375,telephone,Thursday,June,524,cellular
201-649-5677,3376,telephone,Thursday,October,123,cellular
609-944-7905,3377,cellular,Monday,May,115,cellular
706-028-3574,3378,telephone,Wednesday,October,710,telephone
385-011-8580,3379,cellular,Thursday,February,969,telephone
612-810-8257,3380,cellular,Sunday,June,633,cellular
314-760-4574,3381,cellular,Sunday,December,624,cellular
831-906-1742,3382,telephone,Sunday,August,207,cellular
480-573-5298,3383,telephone,Thursday,July,514,cellular
678-944-0800,3384,telephone,Friday,May,375,telephone
216-901-2375,3385,telephone,Friday,November,671,cellular
586-133-5998,3386,telephone,Wednesday,March,67,telephone
804-209-7160,3387,telephone,Monday,June,186,cellular
325-446-9751,3388,telephone,Monday,December,837,telephone
440-870-0195,3389,cellular,Friday,April,193,cellular
951-285-8063,3390,telephone,Tuesday,September,143,telephone
318-466-8636,3391,telephone,Saturday,November,750,cellular
409-919-9655,3392,telephone,Saturday,March,296,telephone
916-822-4370,3393,cellular,Sunday,January,639,cellular
209-310-4556,3394,cellular,Friday,April,353,cellular
906-531-0117,3395,telephone,Tuesday,November,407,cellular
701-731-8511,3396,telephone,Wednesday,May,918,cellular
212-134-6378,3397,cellular,Thursday,February,622,cellular
989-131-4309,3398,telephone,Friday,July,274,telephone
603-025-5141,3399,cellular,Tuesday,October,529,cellular
917-658-0859,3400,cellular,Friday,June,382,cellular
321-755-6630,3401,cellular,Thursday,December,31,cellular
907-966-8665,3402,cellular,Tuesday,July,765,cellular
470-970-3037,3403,telephone,Monday,May,86,telephone
571-032-7981,3404,cellular,Sunday,May,116,cellular
870-508-5715,3405,cellular,Sunday,February,838,cellular
304-274-7532,3406,cellular,Thursday,February,975,cellular
208-547-9522,3407,cellular,Wednesday,June,939,telephone
283-042-0181,3408,telephone,Monday,February,13,cellular
316-007-1970,3409,cellular,Saturday,April,225,cellular
239-059-8099,3410,cellular,Sunday,January,882,cellular
813-912-4841,3411,cellular,Monday,November,160,telephone
731-453-9485,3412,cellular,Thursday,February,207,cellular
405-426-5902,3413,telephone,Sunday,September,107,cellular
912-695-9023,3414,telephone,Wednesday,February,1999,telephone
848-145-6235,3415,telephone,Wednesday,December,264,cellular
720-942-9302,3416,telephone,Monday,July,568,telephone
904-822-8846,3417,telephone,Tuesday,February,238,telephone
773-019-7764,3418,cellular,Saturday,June,492,cellular
760-674-1005,3419,cellular,Wednesday,November,761,cellular
802-526-5321,3420,cellular,Thursday,May,899,cellular
717-753-4388,3421,telephone,Wednesday,April,889,telephone
510-390-0863,3422,cellular,Tuesday,May,798,cellular
419-429-7329,3423,telephone,Sunday,September,192,cellular
757-922-3424,3424,cellular,Monday,January,231,telephone
413-331-9772,3425,telephone,Sunday,February,479,cellular
908-560-7825,3426,cellular,Friday,May,844,telephone
706-969-2940,3427,telephone,Tuesday,May,307,telephone
385-848-3931,3428,telephone,Saturday,June,197,cellular
951-663-3216,3429,telephone,Thursday,August,287,telephone
602-487-7990,3430,cellular,Wednesday,July,93,telephone
203-850-2944,3431,telephone,Friday,October,647,cellular
713-364-9705,3432,cellular,Sunday,July,534,telephone
608-068-8378,3433,telephone,Friday,September,71,telephone
510-388-5778,3434,cellular,Tuesday,January,768,telephone
337-630-9096,3435,telephone,Friday,February,514,cellular
303-401-2046,3436,cellular,Tuesday,April,230,cellular
346-112-9676,3437,telephone,Saturday,August,389,cellular
651-757-6722,3438,telephone,Wednesday,August,625,cellular
561-867-5154,3439,telephone,Wednesday,May,226,telephone
283-237-5154,3440,cellular,Thursday,October,290,telephone
732-411-5066,3441,telephone,Monday,September,265,telephone
914-846-1118,3442,cellular,Thursday,April,250,cellular
248-476-6671,3443,telephone,Tuesday,April,284,cellular
609-232-4274,3444,cellular,Sunday,January,226,telephone
